smass,color,sSFR,radius
9.020803865036694,0.4415760040283203,-9.636041567876726,0.4283428472805063
8.825383654804886,0.0752315521240234,-9.731374720723206,0.266293438103998
10.3912765466599,1.1300907135009766,-12.301883425239245,0.4824146773019206
10.166031174085925,0.9101772308349608,-11.408447153028126,0.7740717460546374
9.647124376025896,1.016805648803711,-10.740095242611186,0.6798627987333663
11.032345716232452,1.1574783325195312,-13.95391252907222,0.7600505542461473
10.054799343015135,0.6249065399169922,-9.834450684408484,0.3651774082735642
10.68675823376637,0.8892059326171875,-10.300257534975527,0.7512052114332117
8.873419044693179,0.5285835266113281,-9.833982178847632,0.4265568772194458
9.19102300623594,0.7672538757324219,-10.297198273703508,0.4251695706324428
