0,1,2,3
0.04800653428008434,0.5732767885744542,0.8066524508659586,0.18620187636201288
0.02038612049399866,0.6131784908703553,0.8104021893081047,0.170273456824062
0.02297638878758287,0.5624553255573427,0.8326239608736644,0.17651408779788838
0.08400662910079776,0.6133671235679394,0.8219436383684539,0.17348236652234894
0.061474699070248606,0.6234429666695678,0.8121632414545666,0.18555834044699535
0.08991304386456062,0.5794781547855511,0.8187348126626132,0.18379475788252558
0.05864218938567679,0.5923918028363737,0.8018296612699934,0.15899202765349327
0.0243962995100499,0.5113112055178789,0.8133154860999942,0.17497654493119805
0.028319811155435092,0.5237819072173375,0.8212661214148335,0.19971483446590743
0.1351996115450055,0.6016096006793125,0.8149934558073546,0.1994564003236964
0.1216335120287275,0.612922725594233,0.792224548531957,0.18660264395506812
0.03288530283291654,0.6268589093558674,0.7803088927732074,0.18881423022784077
0.047661390066842974,0.6171934810074222,0.8186774081183861,0.2092896065383842
0.06405937963174392,0.6406688793234462,0.7952990974151741,0.15417476031516467
0.058044432085139604,0.5292237378792386,0.8384847485828476,0.15727938856666399
0.05994749017472413,0.6585657517830528,0.7785068587554088,0.19231982341477175
0.02971856752190817,0.5473961227939202,0.8178948056859934,0.22318328405753157
0.09984578315455192,0.6063324021992264,0.8088132973936318,0.14728737222417726
0.021125748428367522,0.4991927511127268,0.8454555675886364,0.16778149592280442
0.09164766824440342,0.6134610617586502,0.8203912497849439,0.21268848259914178
0.05929690226894232,0.5900137653793701,0.8080726956866282,0.23522313929903327
0.05469450291602262,0.6734546759654335,0.812846493716497,0.1976429385245898
0.025507891086907847,0.6592098367625931,0.8080057526960004,0.2245698904459055
0.022653375436012486,0.6472146533307628,0.8315054836077695,0.17118439663402746
0.13430834055255442,0.6641336390999022,0.8018843319545319,0.2147598688120871
0.08738120443001031,0.5287309815790862,0.8185124819500844,0.15401909799880148
0.14370966647680053,0.5892105250424852,0.8045175017989534,0.1440200626729204
0.12916685270147074,0.5869469560708329,0.8376529278392634,0.18106938398151542
0.06672899837239264,0.5500849352533038,0.8121671230668092,0.20519053615412403
0.17294352963348622,0.6452232023112694,0.8080302983981207,0.19830641017639083
0.029445350831366953,0.6933611976658213,0.7852895995116617,0.21016339439898044
0.1012797774831044,0.6853098640221919,0.790225101215295,0.2043641578112159
0.06885146784766348,0.5830975710803845,0.8368070492736189,0.15070372653108288
0.10695154782818062,0.5508339841447416,0.8344179748521846,0.16323016981558497
0.029174390915850505,0.5990067584963341,0.836727398198996,0.15348527273183482
0.14933518886319302,0.660342287341521,0.797608152032622,0.1737865519402832
0.08970135251821192,0.6495993259661192,0.7971686143913328,0.22995929439220225
0.10706060628389205,0.6506931556590556,0.7987117410859578,0.19204257111696604
0.018143067202831466,0.45984047893395763,0.8254850741880109,0.18067634751166198
0.06793226414340428,0.5590567835594129,0.8097914336393044,0.14082709031047969
0.09595681219744967,0.6751234573954737,0.7913927042747839,0.16526867025400713
0.12889834670692835,0.5586860353753867,0.81517730922849,0.2013694823513752
0.036201540103156446,0.6309464866664819,0.8229839451810134,0.13975243551987873
0.13625373462541007,0.6290008991111106,0.7770611641428434,0.16845297809206888
0.19001059595567463,0.6285351823414169,0.8218432988354688,0.17719657014499599
0.09272288730643051,0.5174827529729725,0.8440584095152163,0.19197023975566058
0.07493283002360746,0.5935803218302597,0.7810242832039692,0.19886179625475622
0.09131260979218755,0.5339029374317675,0.8391369223197577,0.22378634824203716
0.18202248962347473,0.663798794181934,0.7978528788587145,0.22071274925515957
0.059956834913801514,0.5813728945148919,0.8384653663136103,0.20513809528362958
0.15069501440977962,0.5840280683104799,0.8020562662786154,0.2400519098652439
0.07179594517579085,0.7156075032540106,0.7802283998410345,0.20695040007506812
0.2695276202467698,0.5378513005772042,0.8363162349682867,0.20807555371372455
0.12030936040612293,0.5749284072803723,0.8322883872227009,0.1377021451645825
