smass,color,sSFR,radius
0.01221092846205576,0.015347185219272759,0.011958804823144507,0.012238966293411589
0.011253313222825263,0.01500667839813164,0.017343470169650318,0.0139103477296914
0.015901615811305763,0.01432097812309364,0.01148731552992902,0.012825440306388778
0.014829695769296576,0.015992100239492706,0.013014100147045874,0.014647552986771471
0.011362047309417282,0.012555785432875053,0.013246906224744845,0.01547808911947668
0.012751412989483313,0.016932809588005433,0.012204657770516016,0.011137780238681455
0.013797841760192428,0.013424476356049715,0.012657268921265518,0.01740918067018034
0.011689856029061512,0.01317027774005806,0.015560362578158151,0.017379171746267845
0.016465801397771672,0.013168857062092643,0.020769069957952337,0.016841767632978268
0.013607024422312286,0.0136298456203006,0.019249526093660933,0.01222451443310013
0.01255132831903643,0.01764558865428909,0.013161906336041895,0.019459427023210286
0.016907431581672294,0.010716117725833226,0.012139359016721963,0.015003214436223022
0.015204718917925946,0.008500103140853275,0.014397536014238698,0.0131092849442993
0.018936317103139647,0.014133667047631688,0.013698542343348646,0.012167644120389865
0.01590790287421097,0.014729506656872586,0.014939006346312723,0.015287277261121262
0.01929149829511964,0.012259479626046408,0.02608283550498853,0.017586664913327745
0.015086062748594541,0.013736089015340718,0.009898240272369607,0.012121533408341212
0.013123295194147663,0.011320114043032601,0.015040402003383848,0.011372119906454101
0.013970685480122593,0.010447979227596363,0.011100416246361777,0.016618014526866943
0.016389959845386774,0.01726805618100077,0.018494371208825872,0.012280363493259562
0.015980503642282238,0.013515355348199283,0.015040116099130134,0.015929149570788448
0.015353946919281845,0.014631626832735086,0.010914638641451781,0.01483483293188981
0.01672510759691841,0.013135966820112482,0.016128624101702585,0.016448695289964694
0.01645933319774924,0.017020494090995146,0.013827733740984064,0.01857634840329786
0.014483653332985928,0.016019801670288058,0.015372801276769831,0.014095866759018765
0.019651588058725727,0.016687005618234815,0.013699651918384395,0.017227694631259234
0.013536653017059133,0.017806282962578027,0.010483692398580068,0.014636908148548181
0.017011403956988268,0.013981901114197061,0.016614711711067133,0.01574797259251663
0.014030483451907662,0.014321513269293137,0.013554832248904851,0.013573785671590344
0.015401888978916404,0.013811697409463022,0.018652069294320662,0.0133917904174357
0.013962410349656389,0.01191509949988884,0.014635128646702092,0.01975362071980691
0.019107007417773537,0.01622774785792609,0.01829939515399441,0.015740927654263367
0.017868012503063073,0.01433419350124067,0.014693026146264743,0.014084194963115809
0.00849356049962388,0.01367941492828883,0.015297967790900025,0.014609652271877521
0.017354730149007676,0.014970055421168105,0.012173530712960482,0.01512094529893805
0.019735215024380172,0.017630125448371874,0.015396841471086758,0.014261091526159637
0.017101526786611955,0.019905472864089686,0.016330705225158938,0.01265759804420384
0.014115174442111253,0.015117588467139002,0.0161513868808145,0.01619778500814067
0.019473887931935347,0.014295829467333791,0.013241283733062168,0.015152029121973224
0.012820805988184074,0.014213007102864014,0.015188278329883863,0.01637996715434642
0.01719735651507898,0.014079891145335423,0.017596537374596443,0.018860515195002633
0.008853615537906007,0.01177450531570846,0.014417225873465788,0.011224213535918685
0.014559530851295353,0.015325123601882432,0.02349353261856678,0.017532754875035125
0.013792547382641837,0.015294049100294128,0.020475828399824685,0.014930576449972706
0.015745647149803733,0.015990168249729778,0.016605080478564783,0.014054291869308575
0.01569976436880165,0.015387159916706618,0.019730170925379587,0.01673700350501036
0.016232873046324973,0.01242464746550451,0.018363179567007004,0.01428312715503317
0.013273411570287143,0.018706123194692195,0.013828539154585782,0.013940353973289828
0.013665959639939851,0.0166300165657404,0.016405944253974528,0.017597694343191115
0.016321392605711315,0.015234050535972462,0.012515073882928171,0.01375146975260358
0.014315349051992199,0.010654897729226794,0.014442496890891977,0.01823494929714803
0.014453284818939588,0.013916889563865442,0.0206142845794311,0.019377923337965255
0.019622117441990376,0.015516869549445528,0.016757081614869045,0.014845944076034612
0.014451245048496165,0.0146104597900443,0.013885885176209237,0.015096000618816432
0.015000541676439804,0.019325194914735732,0.01966222738957047,0.015022000451392554
0.01921388282306888,0.015355751780181339,0.015641525128286857,0.017494399523722216
0.021840392303095174,0.012392169620976485,0.01725664214984311,0.015360120490494497
0.018173963938023455,0.019759218659698936,0.01675658925758921,0.012823414348132254
0.015870017321603116,0.012358300099924143,0.01670229346565825,0.017238098495698927
0.014449809335336046,0.01535715955448531,0.017652255034793753,0.01949698337965995
0.011569186578265351,0.016001333488144177,0.012307267149163319,0.026657552083746545
0.014032501644041547,0.02245839218550365,0.01277104385489052,0.01575216592437275
0.015628339500803504,0.014250318543356543,0.016250510660695185,0.01604704310657192
0.013695209522311813,0.01389796819569475,0.017259870525701673,0.01806458215933979
0.01824355102120922,0.015083905264940925,0.016171817967276524,0.01877934952729511
0.012953152662087084,0.016393401790585807,0.019271982791978656,0.019421266500302403
0.014472876536920466,0.021757462969589525,0.013225575227521342,0.015452656576311922
0.017613265114182923,0.014637640199715357,0.01903524329140677,0.01431453758404256
0.021789075498095136,0.01976223869075373,0.01387429651832607,0.014531893778347795
0.016807295683484776,0.01303312070635035,0.016464003366440903,0.019730052132268635
0.008720620678796923,0.01347292291456457,0.01619606957931974,0.011477049519477858
0.015499337226375526,0.021241118679674077,0.02672670487718011,0.012836461676112878
0.023069027603138694,0.012860103690878873,0.01491749402840233,0.012378153310842709
0.022634644879464694,0.012194188220809529,0.01601116599096753,0.014178514124750097
0.01975131633019749,0.016342450222777142,0.017617695990583264,0.01702513112524078
0.019846459550769233,0.01611774799647051,0.01293692424688002,0.01797216288052308
0.013609053947216261,0.015489541379357263,0.01999778327217515,0.014329237455109632
0.015451233820638195,0.013988100090819924,0.014551175849876518,0.020893513481681763
0.0171827185388536,0.017098891220409026,0.015777022999717966,0.017178411082568196
0.017024894537727524,0.022740367106178296,0.013615861328749795,0.012791993183880896
0.018224007973472765,0.02012239920523752,0.013711647424770068,0.017672596962261783
0.01417433394302537,0.017230189403672224,0.02300554908137171,0.01782496338086255
0.01561793092581217,0.020803173648270033,0.018466398036557866,0.017311487041854177
0.014598617300498561,0.012879241922290209,0.01109829268365506,0.0167823822793709
0.018629946728935483,0.01922401772025759,0.013426826286491453,0.013708733867782468
0.012538522668478288,0.01339013214709783,0.024844431899142583,0.013581033529015088
0.020643715671902246,0.012727548317305064,0.014762950029959634,0.011305546467823788
0.017478252361070694,0.013202702451299541,0.013462879613693511,0.01302292608595896
0.013831478868393752,0.013175058174779021,0.02130026563900715,0.015466440278436466
0.017450133023581726,0.015513724699762532,0.015534699485974615,0.02360005954693978
0.01252089921227049,0.019411937411737305,0.01719514346484016,0.010439172939760905
0.020749248924014314,0.013894642331801328,0.014132107247348934,0.0205587774946558
0.02087872870495559,0.017703836326965736,0.01604078514457219,0.014448273527146477
0.012822747163908826,0.011923946196698985,0.013697417009879139,0.018904584464537227
0.011918542623610046,0.020757064788257118,0.013160045088725866,0.01308941141954749
0.01915188201846904,0.013105764555289392,0.015595978996100646,0.0184959178730212
0.01943866581226291,0.018471536854434988,0.01739827695071091,0.014516123754186148
0.022027784682480137,0.018879918839810442,0.016756045575355292,0.013195919140616654
0.01029629278515096,0.01295083943771776,0.01375679282419876,0.01585267896671887
0.01575776277174632,0.014429810742367903,0.01849807778129867,0.017287368320465256
0.010841063298585925,0.013863002169512816,0.01815629884568382,0.01629465143309675
0.010121794427571131,0.017946593802993804,0.010456738843903001,0.020537188827905714
0.018770731031495024,0.015544556092204433,0.011440659008297799,0.013428783840804056
0.010288988488063555,0.018869815112472384,0.01726544847951585,0.015060615246986342
0.013770568311816242,0.016452254782695533,0.01683055273091925,0.021644617304961904
0.017892470139259764,0.017765521617836226,0.015062265142296898,0.020533676195044145
0.019630064049630084,0.01956924319703083,0.02116943205101396,0.01797847004598192
0.010781651429515206,0.015891136871154853,0.021221116164918504,0.0102746368164434
0.017285843908756898,0.014587336639074988,0.015453770628619818,0.017573427904605282
0.021275352202589665,0.022715143902720267,0.018760130232875538,0.01365994017680362
0.023958692214739973,0.014833616250697337,0.015042553352100783,0.019439904577756673
0.019671865516345914,0.01642427857783019,0.01724272642014247,0.019585406791004553
0.01703873245251446,0.02067978592688369,0.017943632934066266,0.02255864015432723
0.01956090936293552,0.01770954034304099,0.014498244704626722,0.013912838283230505
0.014463442479736893,0.014120620667798671,0.009390813878440074,0.017304153950613344
0.01853565278925957,0.020486418308271415,0.014453784394058188,0.022810471780219076
0.011750686644553573,0.015506532575382776,0.014609089465128245,0.01656914102536458
0.014322016333679943,0.01184713917570301,0.012195291080295285,0.01734934797920301
0.01587390620239189,0.017808769468979347,0.01845724237291541,0.014966796253425303
0.01273763162293464,0.013348168409894697,0.015959711275432387,0.014863335718553937
0.013146458625527133,0.012316063041922821,0.014628768017374082,0.018986946596383992
0.02272979944158051,0.017230042809811802,0.013921762346756598,0.012157821773059031
0.01626639676207042,0.016237672494197233,0.01597843831629877,0.017421556412386113
0.01560466259077966,0.011593321139727634,0.014100889388171094,0.0172900012886812
0.019180591427691563,0.019790350651195023,0.0146242499639343,0.018271665159384574
0.018541129648987843,0.01629131787479806,0.01583698105477361,0.020775987020340433
0.018737138823539144,0.016902766044163083,0.015314212258891426,0.02214567693590832
0.02581613249208001,0.01521795310848099,0.012087010591636449,0.015730814113151973
0.018335875144268293,0.01784045307939167,0.012884886179065755,0.020998075885913285
0.01547339889212278,0.017521624941671754,0.01783788937055761,0.021151529798709837
0.01446509742818717,0.02166627208284598,0.019363957426278947,0.018021239642896047
0.010101855491940379,0.023579420072566228,0.022401570330121957,0.01389834517190334
0.017377554686460177,0.012464250938196196,0.013923663907267797,0.016930442359144385
0.025326291755794005,0.02147537895991045,0.020934934662334804,0.017413385151591337
0.016203785233326044,0.014990235624119913,0.01464881679485152,0.018273395511979196
0.022431079164310027,0.01749530009042572,0.025218991961824082,0.01794013139499919
0.02059326362695069,0.020877847403708905,0.011012887198601112,0.012313746055805666
0.018570267611013276,0.021067252114063954,0.019828764060785084,0.01694252011186704
0.01751250798902123,0.02197620342820267,0.013533884076475489,0.01520584224956277
0.020430190139903964,0.019584542453954978,0.020759439399905644,0.02514764602057936
0.016588902538428103,0.018206916126569297,0.016841236566387655,0.013782934451040332
0.020456489918267352,0.01696863382310333,0.01935572372889541,0.015768607107962702
0.019050156815729236,0.02121332005508154,0.021504689605540774,0.017370553871175365
0.017032157676529266,0.018205830830709445,0.011019203726464507,0.014834367059568395
0.01635962720312205,0.015699407059669896,0.017847714899655316,0.024315148315666734
0.01524450091737378,0.014599115435447032,0.01399784521953434,0.020838237725153013
0.025388547276521164,0.01819976244333684,0.017033015996783685,0.022894698968995132
0.02577822698252078,0.01962816946746303,0.017067124295511337,0.016566746995180754
0.01424420902270526,0.01605589824932868,0.020331698890709956,0.013696525887734725
0.01881556278679915,0.01989822878510836,0.020924978581447564,0.01887522766338905
0.021682907308100522,0.01783889535789562,0.019484557393397307,0.016140189579315574
0.01841059650899564,0.020461646531993366,0.01482843667899856,0.016973439647387654
0.019499464604907923,0.012886110727644387,0.018946587116020177,0.015940341368109897
0.020216130967955846,0.01977145118756281,0.016055184842191653,0.025300286016293486
0.013880100287735795,0.018236326258425615,0.013233487961670336,0.018326942485369476
0.019250635515052558,0.01917837130554199,0.022934046458334932,0.020264116905416754
0.022551801306533215,0.021168834916899727,0.017011318164916897,0.01763375277712822
0.013244869156836089,0.018112262050850175,0.020912119165044797,0.01537101617092178
0.018086756668590977,0.018198508081236565,0.013862543720750594,0.015880203737358056
0.020157170227420276,0.015338902592691316,0.019292770839502395,0.022073863558879626
0.016236136496789632,0.020063138950692408,0.020064409252707232,0.024523025762622875
0.02088584220834404,0.024030372403477544,0.018337163823879853,0.015020846800278986
0.018807827295755267,0.017313912152379766,0.010105409697793092,0.015876670197624086
0.01642450135201567,0.016831342794675987,0.021806196382638764,0.018062317537548337
0.021590891711051968,0.02557592904677816,0.020138212638781957,0.01963654642659536
0.021145507801394157,0.011778624041775682,0.02235129025096152,0.01766746859232618
0.016580479878611075,0.023792192759136684,0.01479165068981435,0.014668474030964308
0.015972378917844206,0.015155178249708225,0.014817212434790648,0.020149794543290103
0.019835860444077827,0.020160877261163043,0.012356153651413846,0.024593799701429726
0.019856860086415986,0.010951690062302358,0.013126202291002127,0.014100922377156894
0.024531219836082453,0.023102898516437372,0.014013148327329153,0.01624067485102895
0.020292019376958882,0.020201000802036552,0.01684410888133091,0.026770612412599742
0.022524615620490147,0.016246457699947075,0.01712097012656036,0.019017903328616633
0.01906346198805066,0.015625652279707792,0.015786208519231078,0.015399982780218773
0.025084462394408688,0.019568337978965705,0.017222650418565955,0.017934481823273327
0.02088482842505365,0.015787608578379974,0.02196007260189376,0.019895813749836587
0.02184442534491624,0.02282749182507759,0.015427814491894244,0.015502754260414014
0.02114736590460691,0.022071719825013544,0.020027717843493695,0.016503812408097566
0.023838180277430218,0.028921244499767955,0.028913223653600086,0.02592762430221514
0.0211357092605511,0.014859198943641318,0.02021797624790803,0.014620508509337996
0.020105935669274037,0.020072353197926274,0.0196951473378378,0.019462781577201913
0.016296262934398297,0.012588259850359385,0.023319882007725733,0.020757206309387422
0.022793961123012456,0.024762474951200854,0.02547535081707296,0.019364060355973028
0.01515887159213619,0.010470200296260853,0.017808335823010956,0.016953199112179608
0.014000259218278603,0.022955168267974366,0.020658682030439898,0.018195565428821444
0.016792005119950368,0.019138408432856066,0.019193836968624166,0.013766442324626973
0.02182359753962433,0.02068346846274579,0.02373656467702004,0.017053678654305186
0.027210166940061904,0.019778042709439194,0.02020578534176253,0.02423847500440573
0.01536962861718512,0.01678920684590955,0.01355889734757059,0.014409001498109943
0.016110058305152455,0.024514178690566935,0.017666461466251424,0.017070348456110333
0.023618926812845314,0.023225613857487268,0.016631973098304654,0.016897825292671413
0.025303408248552508,0.016629810528781486,0.014180164694966779,0.016405075436864643
0.017266703402401024,0.02452271824538041,0.015891340512985963,0.012414967387694886
0.018960990541849833,0.01780832995040168,0.016845451589750256,0.01689252154774993
0.010964750815167798,0.012684103969790642,0.015801726952190627,0.011473775016183366
0.01956173095459358,0.013954411764183203,0.016875410599619736,0.018797323872960195
0.02094824317667357,0.015166531786416443,0.01656665293668475,0.021615629259839193
0.018873519817046224,0.018451251047474818,0.02337956293113186,0.018628229406575346
0.01753367562177462,0.009314341311270197,0.012793990725047326,0.016755981315274105
0.030172857359872362,0.020219129287190177,0.022012760516105744,0.02098170939100677
0.017283378497266678,0.02505674481831676,0.03313785329323552,0.025005432564000455
0.0198898591421847,0.02490857830831362,0.013871139483066782,0.01994297672131859
0.016020949411029627,0.019200586854911852,0.02458376257164351,0.02060789280870956
0.019091579034082942,0.020980719493259803,0.02048193332445163,0.02240993777478348
0.020604133242462967,0.02566177830910729,0.01828401553666559,0.028824298280418204
0.014090054903674003,0.020063214469954273,0.015295744797181553,0.01738852027545006
0.024427575360988694,0.01343285704712285,0.020879287713559107,0.01424423548660699
0.020955428204576094,0.025188219633253527,0.017168260202983426,0.017065401400710653
0.02486261609171511,0.020758121381943405,0.02017901205934506,0.02156230805042116
0.020773043710204886,0.018727234149079015,0.019375907700512934,0.026072519329773756
0.02404323686970329,0.018498770912719373,0.01708337985331101,0.015783423820776448
0.017148003425165027,0.015962182573096076,0.017509308563523396,0.02163134063111903
0.01918859760566676,0.024171296987053385,0.025594996851027303,0.026802344416907473
0.0232588957846115,0.016270173136013328,0.020001115369884248,0.01878570357206548
0.02342567797904663,0.024222368371516378,0.01764412899189081,0.020173017753476796
0.02703789010585171,0.026426439237882498,0.016281363485015854,0.023204160623702317
0.0257515523229283,0.019403960455512684,0.03096168208563062,0.021424511460298532
0.0236991222073198,0.022431957126747733,0.022306502554719613,0.023479078828757452
0.01772307766621213,0.01861440428667669,0.015299477854675824,0.024699175876858173
0.017643496007771736,0.025202115652156402,0.021914044817353522,0.015274567380185422
0.021680642716264024,0.020416267555531522,0.013416999603318588,0.02168519047882838
0.020438661632522108,0.021349677642352998,0.030428421233322626,0.026139771031133706
0.024730879128648457,0.01834620367688261,0.02280051348465052,0.022822045316630152
0.021868211360803264,0.021144890827222054,0.01933877173881395,0.023064124468189492
0.019597932025848794,0.02439523015867839,0.030503329802281123,0.02625547125923335
0.023039454401784284,0.019440743928235846,0.017486443890661226,0.01656682558884054
0.03148389570042209,0.025468816663972778,0.03382271614066735,0.0247368423942263
0.021426533376376348,0.011907861538123557,0.018202024771054027,0.021493082027421083
0.0316837120356618,0.018932324427832818,0.02373237976203356,0.020368758378670502
0.015191994315618238,0.02397940307292795,0.014275767836847553,0.024306130217537674
0.022724687174716426,0.020221165199827175,0.0225214871886896,0.021793051440563475
0.021678144547829223,0.031099893311473344,0.01671567405028684,0.024606209897543634
0.021163989122588645,0.024344770918890556,0.01988669211580084,0.018654415645519278
0.018720484023236377,0.0103692820434723,0.017450632461698305,0.022911127002348833
0.02399650742258072,0.022986286439198055,0.02131761150166697,0.020493992963923912
0.018669849375532982,0.030881587051809992,0.025912032008138578,0.02381384469567673
0.021487827840479163,0.01688213200226303,0.020471998401291224,0.016981615592376827
0.02340000639394537,0.025477536923474646,0.027003479590475908,0.027868646000867706
0.025573302605755785,0.02463736822630976,0.016686560562853784,0.018844359436799463
0.02319899544065729,0.01868761521574243,0.023908167161075227,0.02620896776350533
0.014177404176975586,0.02750487438264681,0.016375091144258433,0.02327974201814259
0.025370770313648233,0.01969438952926322,0.017742733880757533,0.018865292265600114
0.02568495062122498,0.016741193473159513,0.015395135970712818,0.017465243494167185
0.029260735866642316,0.016795842007657522,0.01907850359047538,0.024697403958083525
0.020952365772529884,0.02308945663191299,0.019510903953968817,0.023130860986155428
0.018617012628625838,0.018940236245160353,0.02883998598974024,0.020190694218952424
0.023946918150430572,0.018629264387573022,0.019984642701741457,0.021404184263410928
0.015737073940139,0.026124086121111834,0.012844378594515465,0.01850351521399898
0.02034633068564412,0.02397818370120616,0.018785557040038384,0.02095279817578013
0.027231946860141684,0.02574593286636584,0.025745637534276087,0.024316429403484805
0.024208693981436526,0.02164850683184291,0.01814595364187978,0.01696746358123961
0.020673770465828196,0.022472070804919527,0.019889517586548312,0.0179782174004764
0.02479908001419478,0.02971080905066278,0.029925041954368813,0.02788189607936554
0.01956746766581647,0.02839939112807608,0.02595417552180808,0.029478028612323914
0.020851693441480326,0.0210842736094669,0.018746641950494344,0.024004988964026815
0.02373589657934034,0.02755041992604541,0.01933774879136685,0.033408286033030636
0.028766243205659788,0.02164961088094846,0.02486534836247755,0.02196581702287056
0.028161384076508388,0.021668923612685187,0.015804798752806565,0.01694498950724603
0.02740672965026771,0.02481566607085068,0.022405777089717797,0.025561571390971885
0.022618741599628404,0.02931471201383692,0.02568500199404017,0.02136305431002829
0.021048586106507068,0.027136559840517296,0.03187580859899191,0.03567032851872337
0.02956150014054018,0.01993099378143486,0.021626633939501094,0.01898224733297559
0.021536834286605615,0.02381065614489556,0.0234955066604468,0.020179375599768103
0.022159592596348077,0.0202120903489933,0.021878624843107763,0.033654905330049535
0.022657977948870714,0.018695327960137918,0.013302034597940153,0.01743080363072255
0.01352243248034341,0.029360252267141364,0.016205045067027083,0.017599252276849955
0.02419155157767692,0.03159839001585889,0.023251163192231958,0.028874074206444254
0.025558767083717043,0.018705343050927557,0.019255564386774407,0.0322183459919984
0.026331147241870606,0.025318187370612345,0.022974400114831595,0.018764926606353288
0.02586181749035711,0.014440650230351676,0.013368449073500993,0.021249094176062324
0.02070221733009497,0.03069679183989049,0.0335278963771595,0.02925075024254256
0.034398774534772594,0.0197745895168709,0.021685527890759407,0.025756423779894507
0.021411187275997723,0.02304577890990972,0.023347775306091483,0.03743321039807419
0.01635830582935008,0.01673295069862101,0.023271310616681123,0.021651361552619233
0.02273934308377888,0.028937925607776915,0.02288209593552044,0.02143848857688868
0.02168457309564439,0.01832206533907014,0.014652798738219725,0.022762302064977296
0.0246717460445003,0.01943721599318307,0.02622289460448601,0.024830858875479193
0.019441251946085893,0.02823674732166991,0.020435124068500832,0.02390267210706884
0.02015109089524204,0.01174740164843441,0.019321941810205738,0.01726378626506735
0.01940228928069985,0.011143141706973692,0.022259081871679142,0.017962715453598697
0.018830954603617518,0.021722241216719073,0.02064838686841847,0.019418873752633757
0.029449991757065398,0.02639908116389988,0.022758766076554453,0.025868341806372073
0.012454989353455417,0.01649055301381058,0.01419652873312877,0.023320623994961032
0.03214467113389922,0.023518793961545496,0.01594351003592756,0.016222740209453388
0.017884390597875634,0.02221073548994761,0.0300475095910424,0.028277433022039663
0.02348215612831825,0.027144983375387424,0.017112345873112965,0.02579563114627799
0.027698351566332085,0.017406904311276398,0.02984416430224203,0.019712084604876008
0.022013742968427043,0.021673386392980814,0.0285367955360469,0.026586481780210256
0.02279640095646851,0.034249701774500554,0.024553492195932388,0.024819260190432686
0.020681289906258945,0.029826328406756034,0.03061040214460634,0.03524610355345324
0.02388864779343942,0.030701525930143775,0.02474530447391789,0.0171208556354684
0.025761211876919547,0.021554621044597058,0.023463527647602993,0.027217166940476604
0.031814744708743736,0.014611834970562013,0.022213335403407777,0.01397621711149393
0.02039062829370294,0.02082902814852995,0.019005949180330058,0.030550768722737168
0.014352222504491722,0.029883814571335352,0.02042636265008397,0.017996043136330433
0.023529930239772553,0.026815825335190543,0.034995826353371354,0.026898559274225447
0.017421395672105034,0.02229640581769561,0.019953316030116377,0.019160749988998606
0.020572276203250917,0.02599862045968115,0.024508473641463052,0.024967595676759338
0.03334751422580074,0.02279780627431149,0.026607638472021036,0.02423306617141827
0.023755201160914053,0.03144164360933665,0.03115772252323609,0.04097009136247362
0.029076803508000203,0.029319101985561796,0.027344975150189077,0.02478569357399456
0.02888164126983284,0.015660462832646913,0.014534325315885218,0.024454988088355074
0.03069336439782766,0.029768649389700547,0.022656591422741526,0.03182289056199013
0.02487549998307979,0.030082622795341858,0.0239210565578041,0.025438696294161112
0.035880726199933696,0.01853538549681185,0.018384107649069874,0.01759024379779169
0.021461162251117466,0.017873698375486354,0.021318483443024793,0.023119273778898025
0.037952197769509005,0.02587496669794097,0.015279572725802716,0.01639227304979363
0.026565029508635367,0.024912535739739627,0.03505408139576706,0.0326419754059893
0.023650066344399038,0.024628877818603814,0.016574894423105425,0.014649122515007244
0.023470627644621028,0.027919599401797748,0.022809242380906366,0.0260341072144268
0.022600692109090676,0.018319640653248315,0.02536479390117426,0.02641008793032951
0.03873771227320808,0.023980702919824935,0.022021600834418887,0.032750573610799784
0.02855381475138748,0.013261921945510293,0.023858478583024645,0.02331599732658956
0.021889886515848167,0.024381125697551242,0.019852747684822425,0.022330145225870613
0.02269570368420452,0.023609899131367816,0.016999678228788388,0.03500869189456075
0.025916584296739514,0.01732555046604698,0.015376329884881832,0.019362000770820672
0.024823022563347025,0.022510186411725287,0.03254200294881759,0.029911779056300766
0.023624048634972524,0.024054088601152133,0.014842364111169388,0.02652742203252313
0.036702788327287406,0.034330079842661405,0.030877641750005652,0.03091718389041391
0.03274279380978566,0.018819539860457993,0.03660861973870052,0.02612155456541603
0.035026520645627085,0.026613178722031113,0.022465931981538154,0.02093230982677646
0.02811675616468696,0.030786698305755925,0.03388506330441367,0.03664785758634966
0.027182882291067925,0.02584569006512879,0.03358881517116111,0.03620877622319628
0.02117168286785841,0.02417999718502702,0.018154183180791917,0.02540970324608714
0.024053924948711412,0.029781955143740983,0.037242121084216685,0.027015940655869073
0.025403983420137142,0.02175425982466872,0.022644170168094436,0.020846358685084877
0.0347569860641749,0.027415361957544935,0.016816774053161357,0.031394362353364416
0.03484229730139505,0.032293852198271376,0.034079429949572866,0.03670072094611088
0.028957485894090723,0.026966489011159812,0.01958758474598168,0.04522214512424535
0.03516749183415374,0.02840991610732917,0.025198172517815684,0.0264840935156354
0.03417811595238125,0.03832435353670563,0.03331168504068811,0.04025532627038365
0.03939205254542803,0.031866492564584736,0.01633762991502234,0.03256803052440169
0.025805107484914762,0.03897207782552821,0.01781039960186405,0.02621960405074488
0.03439026473566176,0.028581145212538118,0.025557442437321484,0.02878593993816717
0.024952056177011815,0.01707149468844464,0.014270845141274373,0.027854372282917556
0.023761752739375166,0.01604311284869467,0.027153866526239762,0.020327204990364747
0.032803655931870866,0.03291919688567183,0.02862489826204613,0.04028273614919077
0.03715004711812976,0.023819612337523034,0.021465712159812068,0.032082966119983715
0.019193219709790026,0.011493503478138933,0.02213096312987238,0.020710872358835904
0.02457681438480737,0.02073586885677265,0.02766595988928814,0.01925783400292956
0.01707672890729289,0.01823091479527995,0.030407298347664882,0.01437842976082907
0.0273048553373277,0.027300667433949804,0.033985758929926016,0.033974660237728826
0.02054132198409474,0.013524487914381165,0.028832736726129446,0.019785825566036648
0.02622441825425469,0.017179277989010748,0.01896887655012711,0.03172619545730322
0.027139959993952887,0.028729591164689296,0.032305388950722554,0.02653714671501795
0.027609318495293165,0.03570419670423101,0.04245061681062731,0.037227785966474844
0.047779641056751,0.024802240260140055,0.020615463264022624,0.023105020097785325
0.03024823794313919,0.01273301968607596,0.02655264313413497,0.030713442869768872
0.02847806389909376,0.03538773542505999,0.02739727871075433,0.027854181919500218
0.025917553161435278,0.02188901335671968,0.027086088690606788,0.03450813309660917
0.032431609445692164,0.02288049761453444,0.026612461285408992,0.041869909623682894
0.05255309478334512,0.03505375395804174,0.03490006954751997,0.03882468807780691
0.03431259858999051,0.015100391161702288,0.025721582817053393,0.026819072615452272
0.03456022611354309,0.03737646694851731,0.05335832807455148,0.0380230962135453
0.023609036541146163,0.015793294642311044,0.026054036926598727,0.022041154711975486
0.023717818507614397,0.015181433352112736,0.028076915841371133,0.027740757974896814
0.0291804785900975,0.0318288435770387,0.02491109530327633,0.03766419629048057
0.0322065197322887,0.030044635418337608,0.028074152211798733,0.024677150254179905
0.03672875939651675,0.027476261306782792,0.028149824282726294,0.02068305858883603
0.033711377876992375,0.047360172871860166,0.03512235499077191,0.02725280314571761
