x,y
0.4361606606444798,0.45150542855485054
0.3620691696662863,0.5740364588348004
0.45377687615087314,0.16179622465604002
0.5559147407682071,0.4062424921508555
0.350880499592206,0.2550024672229549
0.3508824152751047,0.275379941363459
0.5624703635296104,0.2622613999903548
0.4677492775380067,0.2284150633956549
0.3234224268586767,0.34213214912504586
0.4415101183552593,0.2325325820289374
0.32412914284389927,0.3697896625837888
0.32385936356611617,0.3298247332991611
0.4064353264989651,0.306307744174269
0.1549541456891001,0.222985019541916
0.17693292602114155,0.264208284030914
0.31259266700679317,0.4302220763095648
0.26002167629851086,0.3985095800263597
0.414869798427626,0.21426268454961683
0.27225092622672725,0.3484641641009548
0.21340982839042638,0.4297230859799953
0.5492193162261306,0.12804449168209703
0.35185796570330224,0.40379881754572294
0.3860817538584102,0.25350937409468094
0.21195776268173072,0.4071932702049309
0.31468186179494456,0.24096821392447218
0.3911451613885085,0.1111614014989536
0.24390040104038876,0.13326142960621462
0.422040077826699,0.3420777300036452
0.3081177204056152,0.36845195358129335
0.3441664888217687,0.22338966454039932
0.30799311152208625,0.4156666407449606
0.5943325789962519,0.12902714584720085
0.3766274253945572,0.3278505456241913
0.25478494438472865,0.18516883388062405
0.4741797250531507,0.25485372870632106
0.23575005202306157,0.34199220652753587
0.4025732579836047,0.2288608787110765
0.14954121349397517,0.288162171244389
0.22322496817285756,0.46148937409326835
0.40117278104181664,0.26419326249400754
0.4643691733032555,0.44022915433765597
0.3981981745663104,0.1953015858212623
0.3647080852713468,0.4021094701318812
0.3430685036705273,0.5157333458953994
0.20568324848507663,0.028069624183692025
0.29420840657215563,0.23677649098969353
0.3244533970953946,0.4079999911295595
0.5015510206270651,0.31078192553267847
0.4182969036770502,0.38233750860404614
0.17248468101238262,0.2608168995186521
0.4160175713668289,0.34687619443542494
0.3332695907797197,0.31668493360405847
0.2992167188580685,0.4816141276993657
0.44957484185575014,0.36779126212476626
0.4985029328463417,0.37815736130464755
0.48686732658726817,0.28475738191363353
0.2802795136776736,0.2753200191545704
0.3421223547004098,0.282180092808471
0.4168552959244848,0.3852419305029694
0.4920323214303782,0.28362240552058193
0.32229061445532525,0.37219707119141426
0.3565389943531756,0.5947213665621655
0.24911132196269942,0.4446447557481498
0.23862478575530266,0.29545641716465576
0.4730106628749084,0.4857803984886047
0.5364531244833428,0.28523113557406654
0.3697999374066558,0.08209478279839856
0.4952980317105016,0.2104579100914451
0.42039927561882173,0.10294773480034292
0.3029275153188138,0.2922798652076866
0.42037122263213567,0.33838068916861364
0.5576657758081317,0.5450026283833181
0.37402202179747257,0.3768270093234444
0.5607703833856036,0.30878113732305323
0.07252137271193128,0.4394457283008478
0.4741047666887096,0.060534219839525914
0.3883592826361383,0.36544762717682405
0.3433131124990255,0.43215043866077363
0.3889092944884856,0.15182431610663968
0.14628588571489695,0.4786197615500114
0.3525702497685854,0.37826873965383095
0.41987146335269376,0.28433231038371576
0.5506481375301674,0.41494252601880804
0.3177287596992911,0.6190586181890562
0.28386448738963255,0.3587495259765942
0.31965557426353475,0.3670185875191955
0.4850146262463707,0.278839945020399
0.41656214949944487,0.23017798454631735
0.3163880682932822,0.4395616540181784
0.43809215484757863,0.22940042491512475
0.38952967400259125,0.34500396304811987
0.4912271895325954,0.2765598335011048
0.29628433559316775,0.39577575101992674
0.33996957138341033,0.3776662900213665
0.33244978755409693,0.4653833848966114
0.20743432228460956,0.2725272683124361
0.4127546706426317,0.30245364243083295
0.4086631641104783,0.21411208517275465
0.37879898432307074,0.2807176707950214
0.3508298871264985,0.38310449589635037
0.21305195542957628,0.4304211427871801
0.3291199715068046,0.22116536375506138
0.33821320859117826,0.4444554853183559
0.2845898307884688,0.5050246740594214
0.3593829515485727,0.3876075578062877
0.42534838547365217,0.5699712587411948
