x,y
0.030486519026412605,0.038820160693879856
0.039379304474461446,0.028851045167089206
0.03331438957047151,0.027778864073612967
0.027771970588783126,0.051069194500455224
0.035855327887596,0.059646014678248656
0.041616453167256276,0.03205809303973333
0.04262299040150393,0.0421249997898123
0.05390982596869851,0.022713766323218722
0.0441795979650532,0.03563034491015224
0.052054777633970976,0.05181970768234597
0.06319793181015446,0.0793115282030409
0.09763668957635556,0.07108506780160405
0.013914602689550554,0.017811928089064247
0.02130868076734121,0.016315887690254233
0.012702455902053506,0.029601543475199547
0.042494133389817716,0.04108765116490492
0.04513826199827747,0.032406165854180734
0.046715584309276435,0.024490630952536518
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
