x,y
0.007001866397139322,0.009857610916715356
0.011605801429946685,0.0079366183135303
0.006322822837214902,0.011859926514639917
0.006315025545315683,0.01400572095153108
0.01111560843344175,0.011463340989643496
0.012651337348278576,0.0072700578564611215
0.016903778006698043,0.014305508892012106
0.011591531274053532,0.008247288293097087
0.007260464650679109,0.014254380781888482
0.017347224042007912,0.006720452351343052
0.009590731968426395,0.01204362858733028
0.010265936234963812,0.012749211203940316
0.0076504040763012825,0.015378912519130877
0.01132313614213468,0.012385317160417204
0.01124778915811043,0.009926212524985425
0.009184581594363183,0.011105853434446745
0.0118219268978899,0.014316212395956592
0.007754496519424713,0.014973152151096599
0.016887705046335983,0.015537031793189656
0.009356459153601844,0.01512652334231026
0.013327167661128871,0.012671978251603301
0.01667087603809737,0.012515141780548958
0.018595478550483165,0.041152870516685224
0.015215449333387048,0.011095283217012683
0.017357020796174932,0.010378924478406874
0.010904658948340246,0.011932405718654063
0.013731957937045517,0.012787994861480478
0.009434455174728162,0.013270519229754182
0.01172140309336132,0.012747554435044361
0.009376786506450518,0.013972622440543108
0.007421880415204722,0.014618248107594668
0.022815411431219235,0.008322179001784754
0.011394604306505247,0.02211488883155035
0.013439798780192564,0.01233653930790202
0.015455592938629907,0.01582052758164161
0.01710096960568844,0.01585064771320118
0.014775893046008747,0.01902396994600843
0.018605257315309463,0.008137915540685457
0.01141020119324962,0.01939725022008681
0.010236721275878817,0.015062829105148666
0.013464733251647485,0.012901247917995006
0.006916999790853792,0.023099019647840266
0.017113851139809757,0.007837194256611536
0.007945451943345646,0.018864299598602422
0.027030044506295068,0.017497754696736496
0.0086919627433525,0.020902536518723567
0.020710126405461618,0.019025482316969707
0.021886429366364465,0.017441325018419933
0.01755439674161153,0.012266280022392325
0.013809699585866019,0.018485890394612865
0.021340157556986903,0.017288534351668855
0.016019305589657862,0.015817474200905658
0.014711197768233817,0.015343484650903608
0.020295251252828057,0.014379697246253348
0.015200203101252575,0.01937240176894714
0.017266175083213115,0.01801725969083962
0.013973635421764144,0.016951462323219375
0.029473538022689663,0.016489138504219684
0.009014359564329211,0.02108354800391227
0.025972326802651005,0.021954596465009715
0.010098414537035293,0.02618729891431113
0.026588076906256232,0.016172023110027738
0.015246620481408908,0.010420823114305757
0.030708160293200625,0.011782630410760374
0.018052912174380903,0.029506990981706938
0.031141171341535618,0.04348456492388481
0.015927258832893875,0.029190041725613028
0.02405895435629999,0.022949574117791943
0.029423094394163987,0.022518967384691606
0.03800025686815323,0.02208536370305787
0.01771029410433976,0.01722194074689305
0.008644660913084901,0.01780623424507838
0.03446981692237882,0.03217007439594546
0.06302213032890133,0.045072149793066944
0.027923274102976386,0.06654552946270406
0.009020323122284396,0.007403101497212264
0.009039472352338184,0.004741276428967718
0.0049421626885370095,0.007207562129457522
0.010083399804959607,0.00824324311997082
0.002364529728250086,0.0028173741579008904
0.005554646673706834,0.01029550862195561
0.008010792877893157,0.008009646529892087
0.011210634362989942,0.010801437808132112
0.0035598767350870242,0.012102513731193486
0.006774162886844894,0.006508799495644048
0.008080215034698753,0.01144295831001393
0.009745547574971036,0.01177778025921727
0.009550963990456376,0.007729783526634636
0.01604222410242591,0.01841977385268211
0.020035346987049295,0.011684385721517726
0.046715584309276435,0.024490630952536518
0.0030302170411062516,0.010977855160235736
0.025727026088613707,0.014015933150371909
0.03034405166237422,0.025890513323365037
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
